Place ID;Place Name;Review ID;Author;Rating;Text;Review Length;Word Count;Time;Date;Response
ChIJVVW5hhpCzpQRCcSGyKrz38E;Vivere - Centro Médico Veterinário;pamela monteiro_1687901191;pamela monteiro;5;Veterinários muito experientes e dedicados. Meu pet passou em consulta com a Dra. Lygia, oncologista, que soube rapidamente e de forma muito clara e simples explicar o diagnóstico e passar a conduta adequada pada o cachorrinho que está com câncer.;247;40;1687901191;2023-06-27 18:26:31;pt
ChIJVVW5hhpCzpQRCcSGyKrz38E;Vivere - Centro Médico Veterinário;Fernanda Cristina_1617062840;Fernanda Cristina;5;Sempre somos muito bem atendidas. Dra  Lygia não cuida somente de nossos filhos peludos mas de nós pais tb. Ela é uma excelente profissional;140;24;1617062840;2021-03-29 21:07:20;pt
ChIJcU7GGQZDzpQRGEpHmj5aTg0;Dra Luara Dizero - Acupuntura Veterinária;Amanda Sturm_1739408796;Amanda Sturm;5;A Dra. Luara foi incrível com o nosso Floki. Nosso gatinho teve um tromboembolismo, devido uma cardiopatia hipertrofica e ficou com as patinhas paralisadas. Com a acupuntura o Floki nem parece o mesmo gatinho de 5 meses atrás. Voltou 100%. Estamos muito felizes. Obrigada Dra. ❤️❤️❤️;283;46;1739408796;2025-02-12 22:06:36;pt
ChIJcU7GGQZDzpQRGEpHmj5aTg0;Dra Luara Dizero - Acupuntura Veterinária;Aline Edicoes_1732567456;Aline Edicoes;5;"Simplesmente impecável!
Atendimento sensacional, atenciosa, amorosa, paciente!
Se quer alguém pra cuidar do seu pet com todo carinho que merece com certeza é aqui!
Sem sombra de dúvidas a melhor
Dra Luara é incrível!";216;34;1732567456;2024-11-25 17:44:16;pt
ChIJcU7GGQZDzpQRGEpHmj5aTg0;Dra Luara Dizero - Acupuntura Veterinária;Sil Cristina_1727559034;Sil Cristina;5;Super recomendo, alem de ser especialista em acupuntura e fazer com que minha  buldogue não tenha mais crise de coluna tem um carinho a mais no manejo com minha pet, explica tudo com mta paciência e é mto preocupada com o tratamento! Dra Luara é a melhor!!!;257;47;1727559034;2024-09-28 18:30:34;pt
ChIJcU7GGQZDzpQRGEpHmj5aTg0;Dra Luara Dizero - Acupuntura Veterinária;Amanda Buttarello Rhein_1727555034;Amanda Buttarello Rhein;5;A Luara é uma profissional excelente e muito amorosa com os pets. Meu cachorro mancava por problema no joelho e hoje em dia, é muito raro mancar. Indico ela para quem precisar.;176;32;1727555034;2024-09-28 17:23:54;pt
ChIJcU7GGQZDzpQRGEpHmj5aTg0;Dra Luara Dizero - Acupuntura Veterinária;Pietro Balista_1727562850;Pietro Balista;5;Ela cuida dos meus cachorros há uns 5 anos, acho q não preciso falar mais muita coisa! Eu e minha família temos confiança total no trabalho dela, já nos ajudou muito!;166;31;1727562850;2024-09-28 19:34:10;pt
ChIJJZ79vA5CzpQRYFr5qErVnag;Sonho dos Bichos Pet Shop;Regina Nostorio_1564401096;Regina Nostorio;5;Muitas coisas Boa amei bom atendimento;38;6;1564401096;2019-07-29 08:51:36;pt
ChIJJZ79vA5CzpQRYFr5qErVnag;Sonho dos Bichos Pet Shop;Cleia Silvestre_1566012562;Cleia Silvestre;5;Great service and very good price;33;6;1566012562;2019-08-17 00:29:22;pt
ChIJJZ79vA5CzpQRYFr5qErVnag;Sonho dos Bichos Pet Shop;Clides Moraes_1575492012;Clides Moraes;4;Sempre bom atendimento;22;3;1575492012;2019-12-04 17:40:12;pt
ChIJJZ79vA5CzpQRYFr5qErVnag;Sonho dos Bichos Pet Shop;renata reno_1572828960;renata reno;5;Atendimento cordial e bons produtos;35;5;1572828960;2019-11-03 21:56:00;pt
ChIJJZ79vA5CzpQRYFr5qErVnag;Sonho dos Bichos Pet Shop;Maria Lucia Zanon_1655645016;Maria Lucia Zanon;5;I was well attended to;22;5;1655645016;2022-06-19 10:23:36;pt
ChIJjRHNWv1pzpQRtsd5xfDk354;Avicultura Kawai;Marcos Azzi_1553128527;Marcos Azzi;5;Esse não é mais o nome da loja. O dono é super simpático e entende muito fe pássaros. Pode confiar!;99;20;1553128527;2019-03-20 21:35:27;pt
ChIJjRHNWv1pzpQRtsd5xfDk354;Avicultura Kawai;Joao Luis Martins_1570531065;Joao Luis Martins;5;Limpo e organizado... Parabéns aos responsáveis!!;49;6;1570531065;2019-10-08 07:37:45;pt
ChIJjRHNWv1pzpQRtsd5xfDk354;Avicultura Kawai;Wellington Moreia S.A_1571476884;Wellington Moreia S.A;3;Para emergências, ótimo local;29;4;1571476884;2019-10-19 06:21:24;pt
ChIJjRHNWv1pzpQRtsd5xfDk354;Avicultura Kawai;Racoes Belga_1576432020;Racoes Belga;5;Service;7;1;1576432020;2019-12-15 14:47:00;pt
ChIJ00ND02lhVwERC3AT1JJ9YTs;Pet Shop STOP DOG;Brenda Silva_1572352906;Brenda Silva;3;Ok;2;1;1572352906;2019-10-29 09:41:46;en
ChIJ00ND02lhVwERC3AT1JJ9YTs;Pet Shop STOP DOG;Danilo Guilherme Martins_1736861600;Danilo Guilherme Martins;5;Nosso cachorro estava com um tumor e teve que fazer uma cirurgia urgente, a Dra Flavia foi muito atenciosa, cuidadosa e amorosa além de nos recepcionar muito bem, a cirurgia deu tudo certo e ele já está melhor, vemos que ela faz o trabalho dela com amor e carinho aos animais, sou muito grato pelo trabalho feito pela Dra Flavia.;329;60;1736861600;2025-01-14 10:33:20;pt
ChIJ00ND02lhVwERC3AT1JJ9YTs;Pet Shop STOP DOG;eliana stracci_1662134976;eliana stracci;5;Quero agradecer imensamente pela atenção e carinho demonstrado pela dr Flavia sua assistente direta,  enfim toda equipe pelo profissionalismo e total desprendimento pelo material, colocando a frente o amor pela profissão e pela nossa querida Cherry, se desempenharam fazendo o possível foram rápidos e isso foi fundamental para salvar nossa querida cachorrinha ,graças a força do amor e a agilidade estamos todos muito felizes com nossa Cherry salva e melhor a cada dia.Sinceramente sem palavras, Parabéns a todos e muito obrigada.;531;81;1662134976;2022-09-02 13:09:36;pt
ChIJ00ND02lhVwERC3AT1JJ9YTs;Pet Shop STOP DOG;Karen Wingeter_1735391024;Karen Wingeter;5;Gosto do atendimento e do cuidado que eles tem com as minhas pets.;66;13;1735391024;2024-12-28 10:03:44;pt
ChIJ00ND02lhVwERC3AT1JJ9YTs;Pet Shop STOP DOG;Livia Trujilo_1719497984;Livia Trujilo;5;Bom atendimento e fazem um trabalho bom, bonito e barato. Minha cachorra estava um estrago, mas eles conseguiram fazer ela se parecer com um cachorro denovo;156;26;1719497984;2024-06-27 11:19:44;pt
ChIJA0iGUOtDzpQRrU1gNNSfL0c;Pet Shop Magia Dracena;TATIANA BIANCATELLI_1631222580;TATIANA BIANCATELLI;5;Atendimento  personalizado... banho  tosa  de primeira, tem   tb  banho com ozônio  ótimo para  sarar  machucados   e  para  cães alérgicos.   A minha  cachorrinha  ama  .  Qd  falo  vamos  tomar  banho,  vai toda feliz.;220;32;1631222580;2021-09-09 18:23:00;pt
ChIJA0iGUOtDzpQRrU1gNNSfL0c;Pet Shop Magia Dracena;Abner Torres_1683634532;Abner Torres;5;🎉🐾🛍️ Quem disse que mágica não existe? No Pet Shop Magia Dracena, você encontrará tudo o que precisa para deixar seu bichinho ainda mais encantador! Desde roupas e acessórios até alimentos de qualidade, nossa equipe especializada está pronta para atender você e seu pet com todo o carinho e dedicação que eles merecem. Venha nos visitar! 🐶🐱🦜;341;57;1683634532;2023-05-09 09:15:32;pt
ChIJA0iGUOtDzpQRrU1gNNSfL0c;Pet Shop Magia Dracena;Roberta Borges Leite_1631211254;Roberta Borges Leite;5;"Adoro o jeito que a Simone cuida do Billy,  sempre com carinho, amor e atenção.
Ele volta cheiroso dos banhos ela usa algodão impermeável nunca mais ele teve problema de otite";175;31;1631211254;2021-09-09 15:14:14;pt
ChIJA0iGUOtDzpQRrU1gNNSfL0c;Pet Shop Magia Dracena;Tauane Mendes_1631211436;Tauane Mendes;5;"O atendimento é incrível, e o meu pet é sempre muito bem cuidado toda vez que levo ele lá. Inclusive boa parte das roupinhas do meu pet também comprei lá, são lindas e de qualidade.
Recomendo muito ❤️";200;38;1631211436;2021-09-09 15:17:16;pt
ChIJA0iGUOtDzpQRrU1gNNSfL0c;Pet Shop Magia Dracena;Karina Simões_1631213496;Karina Simões;5;Ótima! Excelente atendimento, e o preço é baixo de acordo com os outros lugares que já levei meu cachorro. São bons funcionários. E amo o banho de ozônio que eles têm...;169;31;1631213496;2021-09-09 15:51:36;pt
ChIJyfBgMV9DzpQRxWB1lburwkI;Coq Pet Shop;Kelly Oliveira_1659030691;Kelly Oliveira;5;"No PetShop e PetStore Coq encontramos uma vasta variedade de itens voltados aos nossos amados mascotes: roupas, brinquedos, casinhas, medicações, e muito mais. E não apenas para cães e gatos, como também para coelhos, hamster, chinchila. A equipe trabalha cuidadosamente com higiene e saúde animal usando produtos de alta qualidade, também da estética quanto a tosa, apresenta inúmeras linhas de alimentos exclusivas para pets de saúde mais delicada, ou que requerem uma nutrição clínica específica. Tem um setor específico para os amantes de felinos (coisa difícil de se encontrar por ai) bem variado tanto em alimentos e medicações, quanto em roupinhas e brinquedos e demais acessórios; ressalto a habilidade e carinho com os animais, e mais ainda ao tratar de gatinhos. A loja não possui acesso para cadeirantes, mas a entrada é ampla e pode-se adentrar sem transtornos. Ainda, oferece o serviço de táxi pet com os animais devidamente acomodados e com segurança no transporte, é de fácil localização e tem um atendimento excepcional tanto para os pets quanto para os pais e mães de pet. Os pagamentos podem ser finalizados com Pix ou cartões de crédito e débito; é fácil de estacionar mesmo a loja não dispondo de estacionamento próprio, o horário de funcionamento é diferente do comércio local, e o calendário de feriados também.";1333;216;1659030691;2022-07-28 14:51:31;pt
ChIJyfBgMV9DzpQRxWB1lburwkI;Coq Pet Shop;Fábio Nogueira_1738696331;Fábio Nogueira;5;Trabalho excelente, valor acessível e dificilmente um pet shop acerta na tosa dos nosso Lulus, mas vocês foram impecáveis!;122;19;1738696331;2025-02-04 16:12:11;pt
ChIJyfBgMV9DzpQRxWB1lburwkI;Coq Pet Shop;Bianca Giovani_1736004248;Bianca Giovani;5;Lugar maravilhoso para levar seu pet tomar banho;48;8;1736004248;2025-01-04 12:24:08;pt
ChIJyfBgMV9DzpQRxWB1lburwkI;Coq Pet Shop;Edna Silva_1689867932;Edna Silva;5;Eu simplesmente amei 😍 atendimento top o banho maravilhoso chegou cheirosinho bem cuidado 😍;91;14;1689867932;2023-07-20 12:45:32;pt
ChIJyfBgMV9DzpQRxWB1lburwkI;Coq Pet Shop;Abner Torres_1683581683;Abner Torres;5;"🐾 Se você procura um lugar completo para cuidar do seu pet, o Coq Pet Shop é a escolha certa! Com uma equipe de profissionais dedicados e experientes, eles oferecem serviços de banho e tosa, veterinária e muito mais.

🛁 Os serviços de banho e tosa do Coq Pet Shop são de alta qualidade, garantindo que o seu pet fique sempre limpo e bem cuidado. Além disso, a equipe do Coq Pet Shop é super atenciosa e sempre pronta para ajudar em tudo o que você precisar.

🐶🐱 Na loja, você encontrará uma grande variedade de produtos para pets, incluindo rações, petiscos, brinquedos e acessórios como coleiras e caminhas. Tudo isso com preços justos e competitivos, para que você possa cuidar do seu pet sem gastar muito.

💖 O Coq Pet Shop é um lugar que se preocupa de verdade com o bem-estar dos pets. Eles oferecem serviços e produtos de qualidade, sempre com muito carinho e atenção aos detalhes. Além disso, a equipe do Coq Pet Shop é super atenciosa e sempre pronta para ajudar em tudo o que você precisar.

👍 Em resumo, o Coq Pet Shop é um lugar confiável e completo para cuidar do seu pet. Com serviços e produtos de qualidade, preços justos e uma equipe super atenciosa, não há dúvidas de que o Coq Pet Shop é uma excelente escolha para quem ama o seu pet.";1252;232;1683581683;2023-05-08 18:34:43;pt
ChIJw-nkNu5DzpQReX6pFohdMUU;Pupos Pet Shop;BG Contabilidade_1577120005;BG Contabilidade;5;great service;13;2;1577120005;2019-12-23 13:53:25;pt
ChIJr9z7as1DzpQR8O0gZoHZnWU;Climeve Petstore e estética animal;Heloisa Souza_1726588136;Heloisa Souza;5;Gromer Agatha top 🦮❤️;21;4;1726588136;2024-09-17 12:48:56;en
ChIJr9z7as1DzpQR8O0gZoHZnWU;Climeve Petstore e estética animal;Maraiza Cressembini Pavani_1729255000;Maraiza Cressembini Pavani;5;"O pessoal da Climeve é incrível!
Atendimento impecável!
Levo a minha cachorra há 3 anos lá. para banho e tosa, eles sempre arrasam! Me sinto plenamente segura! As meninas são muito carinhosas! Enfim! Mais que recomendado!";221;36;1729255000;2024-10-18 09:36:40;pt
ChIJr9z7as1DzpQR8O0gZoHZnWU;Climeve Petstore e estética animal;Aurea Carvalho_1726719628;Aurea Carvalho;5;Tive uma ótima experiência ao conhecer o local. Banho e tosa limpo, muito bem organizado e com excelentes profissionais capacitados para atender as necessidades do seu pet. Quero também fazer um elogio em especial para tosadora Agatha, que é super cuidadosa e atensiosa, além de ser muito amorosa com os pets e fazer um excelente trabalho. Recomendo muito ❤️;358;59;1726719628;2024-09-19 01:20:28;pt
ChIJr9z7as1DzpQR8O0gZoHZnWU;Climeve Petstore e estética animal;Rosemary Souza_1726580019;Rosemary Souza;5;Gosto muito do atendimento do pet, eles atendem com comprometimento, e segurança! Quero fazer um elogio a tosadora Agatha ela é muito atenciosa, caprichosa. Sempre meu pet volta muito cheiroso🥰👏 Agatha continue assim, alegre, amável, e muito carinhosa com meu Pet! Super indico seu trabalho!!parabéns pelo atendimento!;318;47;1726580019;2024-09-17 10:33:39;pt
ChIJr9z7as1DzpQR8O0gZoHZnWU;Climeve Petstore e estética animal;Jessica Gomes_1727393924;Jessica Gomes;5;Tanto na clinica, quanto no pet shop, eles são super atenciosos! Meu filho canino vai sem medo e volta super cheiroso e bem cuidado, tosa impecável. Parabéns aos profissionais pelo carinho, atenção e cuidado com nossos pets.;224;37;1727393924;2024-09-26 20:38:44;pt
ChIJFy6KvclDzpQR28Ci8dppwD8;Juarez - Tudo para o seu pet, de A a Z!;alexandre valerio_1728875305;alexandre valerio;5;Excelente atendimento e preços das rações muito competitivos. Encontrei os itens que fui buscar por recomendação da outra loja no Taboão em São Bernardo que já havia visitado. Não tem uma grande diversidade de produtos mas os principais estão a disposição dos clientes. Nesta loja há um estacionamento na frente e tem alguma acessibilidade também. Muito bom!;358;57;1728875305;2024-10-14 00:08:25;pt
ChIJFy6KvclDzpQR28Ci8dppwD8;Juarez - Tudo para o seu pet, de A a Z!;Célia Regina_1713444426;Célia Regina;5;Todos os colaboradores  muito gentil uns amores,mais de 2 anos comprando ótimos funcionários!;93;13;1713444426;2024-04-18 09:47:06;pt
ChIJFy6KvclDzpQR28Ci8dppwD8;Juarez - Tudo para o seu pet, de A a Z!;Juliana Barreto_1713213792;Juliana Barreto;5;"Atendimento excelente!!!
Super prestativos, atenciosos e cordiais!!!
Estão sempre trabalhando pra fazer o melhor para nós, clientes...
Fazem entregas....
Ahh, e se vc tiver outro preço eles cobrem!!!
Mto obrigada pelo ótimo atendimento ☺️";238;34;1713213792;2024-04-15 17:43:12;pt
ChIJFy6KvclDzpQR28Ci8dppwD8;Juarez - Tudo para o seu pet, de A a Z!;Rosemeire Menucci_1713282238;Rosemeire Menucci;5;O melhor atendimento que já recebi, os funcionários muito atenciosos e um lugar amplo e bem arejado💖🥰🙌🏻;103;17;1713282238;2024-04-16 12:43:58;pt
ChIJFy6KvclDzpQR28Ci8dppwD8;Juarez - Tudo para o seu pet, de A a Z!;Barbara Vitória_1713011902;Barbara Vitória;5;Sou uma cliente antiga e amo o atendimento deles, sempre muito atenciosos e rápidos, em especial a atendente Bruna que me explicou direitinho o que eu precisava 🥰;162;28;1713011902;2024-04-13 09:38:22;pt
ChIJ7yd23gBCzpQRp0UAHbQQJhQ;Odair Recindivi Comércio de Gaiolas;Jose Lima_1617203379;Jose Lima;3;Ok;2;1;1617203379;2021-03-31 12:09:39;en
ChIJ7yd23gBCzpQRp0UAHbQQJhQ;Odair Recindivi Comércio de Gaiolas;Cleo Vieira_1732141829;Cleo Vieira;5;A simpatia e preço justo são as marcas deste lugar!;51;10;1732141829;2024-11-20 19:30:29;pt
ChIJ7yd23gBCzpQRp0UAHbQQJhQ;Odair Recindivi Comércio de Gaiolas;motofrete 389_1610107300;motofrete 389;5;"Seu Odair e seu Filho Thiago
Atendem muito bem
Preços ótimo.   Além de oferecer
Café da manhã para seus cliente
Sou da Zl da são Paulo e so faço minhas compras lá";162;32;1610107300;2021-01-08 09:01:40;pt
ChIJ7yd23gBCzpQRp0UAHbQQJhQ;Odair Recindivi Comércio de Gaiolas;Herbert Mota_1555504550;Herbert Mota;5;pequena mais o tamanho nao importa devido a qualidade que ele oferece e otimos preços..top de mais oque ele oferece.;116;20;1555504550;2019-04-17 09:35:50;pt
ChIJ7yd23gBCzpQRp0UAHbQQJhQ;Odair Recindivi Comércio de Gaiolas;Felipe C Z L_1601574635;Felipe C Z L;5;"Com certeza tudo que você procura aqui você encontra grande variedade de rações e vitaminas tudo fresquinho e com muita qualidade. Grande variedade de gaiolas todos os tamanhos e o melhor de tudo com preço justo.
Sem contar com a educação do seu Odair com certeza já virei cliente moro em Itaquera ZL mais só faço minhas compras agora com ele. Top recomendo com certeza.";370;65;1601574635;2020-10-01 14:50:35;pt
ChIJAV-4OAZCzpQRd3ralxyNYqA;Bicho de Luxo - Centro Estético Animal;Vera Lucia Martins_1723380666;Vera Lucia Martins;5;"Excelente!
Pessoas maravilhosas, que cuidam muito bem dos amores de suas vidas.
Minha Cacau é muito bem cuidada por eles há 4 anos. Amo o trabalho deles e ela também. São da nossa família 😁😃";190;35;1723380666;2024-08-11 09:51:06;pt
ChIJAV-4OAZCzpQRd3ralxyNYqA;Bicho de Luxo - Centro Estético Animal;Tanigucha Magalhaes_1722092482;Tanigucha Magalhaes;5;Eles tem um atendimento diferenciado, utilizam produtos de qualidade que são dermo cosméticos e tem muito carinho com os pets. Recomendo ❤️;139;22;1722092482;2024-07-27 12:01:22;pt
ChIJAV-4OAZCzpQRd3ralxyNYqA;Bicho de Luxo - Centro Estético Animal;Flavia Fabrini_1722044803;Flavia Fabrini;5;Uma experiência surreal,muito amor envolvido nesse lugar por nossos filhos de quatro patas.;91;13;1722044803;2024-07-26 22:46:43;pt
ChIJAV-4OAZCzpQRd3ralxyNYqA;Bicho de Luxo - Centro Estético Animal;Milena Lazarini_1651082060;Milena Lazarini;5;Profissionais maravilhosos ! Minhas filhas amaram ! São carinhosos e atenciosos e os produtos são de muita qualidade ! Recomendo ❤️;131;21;1651082060;2022-04-27 14:54:20;pt
ChIJAV-4OAZCzpQRd3ralxyNYqA;Bicho de Luxo - Centro Estético Animal;Anselmo Silva_1705083683;Anselmo Silva;5;"Excelente atendimento trabalhão com muita amor
Estão de parabéns 👏👏👏";68;10;1705083683;2024-01-12 15:21:23;pt
ChIJ1bDP4gJDzpQRwfDrbQNDyws;Pets Moly Petshop;Neide Silva_1578702343;Neide Silva;5;Ótimo  atendimento, mercadoria de qualidade..super recomendo;60;6;1578702343;2020-01-10 21:25:43;pt
ChIJpYNB3cpDzpQRSDBJV70cXHY;Bichomania Avicultura;Bruna Alessandra_1643813052;Bruna Alessandra;5;Ótimo atendimento! Ambiente incrível, ótima variedade de produtos! Estão de parabéns!!!;87;11;1643813052;2022-02-02 11:44:12;pt
ChIJpYNB3cpDzpQRSDBJV70cXHY;Bichomania Avicultura;Viviane Frias_1643813102;Viviane Frias;5;Ótimo atendimento, ambiente sempre limpo. Atendimento top;57;7;1643813102;2022-02-02 11:45:02;pt
ChIJpYNB3cpDzpQRSDBJV70cXHY;Bichomania Avicultura;Nany Gonçalves_1643813322;Nany Gonçalves;5;"Great service
Quality products";30;4;1643813322;2022-02-02 11:48:42;pt
ChIJ04xXqhZCzpQRHGXiLW56v-g;MV Estética Animal;Abner Torres_1683578234;Abner Torres;5;"🐾 O Pet Shop MV é incrível! Eles têm tudo o que seu pet precisa 🛍️🐕, desde as melhores rações 🍖🍗 e brinquedos 🎾🎁 até serviços de banho e tosa 🛁 de alta qualidade.

🤝 Os funcionários do Pet Shop MV são super atenciosos e estão sempre prontos para ajudar, seja para indicar o produto ideal para o seu pet ou para oferecer um atendimento personalizado 🐶💕.

👨‍🔬👩‍🔬 Os profissionais que cuidam do banho e tosa dos pets são excelentes, com anos de experiência e muita habilidade 💅. Eles tratam cada pet com carinho e cuidado, garantindo um serviço de alta qualidade e segurança para o seu amigo de quatro patas 🐾.

🌟 Além disso, o Pet Shop MV oferece serviços adicionais, como corte de unhas 💅 e limpeza de ouvidos 🧼, para garantir que seu pet esteja sempre saudável e feliz.

💰 Os preços são justos e compatíveis com a qualidade dos produtos e serviços oferecidos, fazendo do Pet Shop MV uma excelente escolha para quem busca um lugar confiável e de qualidade para cuidar do seu pet 🐶🐾.

👍 Em resumo, o Pet Shop MV é um lugar incrível para você cuidar do seu pet com todo o amor e carinho que ele merece 🐕💕. Com uma equipe de profissionais capacitados e uma grande variedade de produtos e serviços, eles são uma referência no mercado pet 🐾🌟.";1236;229;1683578234;2023-05-08 17:37:14;pt
ChIJ04xXqhZCzpQRHGXiLW56v-g;MV Estética Animal;Edilene Pereira_1694137439;Edilene Pereira;5;"Pensa numa empresa séria.
Super indico...
Marcelo atendimento 100%
Sucesso...";77;10;1694137439;2023-09-07 22:43:59;pt
ChIJ04xXqhZCzpQRHGXiLW56v-g;MV Estética Animal;Moacir Silva_1694137309;Moacir Silva;5;"A melhor empresa do ABC.
Tem amor no que faz,super indico...";60;11;1694137309;2023-09-07 22:41:49;pt
ChIJ04xXqhZCzpQRHGXiLW56v-g;MV Estética Animal;Amanda Caroline_1665427225;Amanda Caroline;5;Muito bom atendimento, simpáticos e deixam os pets impecável;60;9;1665427225;2022-10-10 15:40:25;pt
ChIJ04xXqhZCzpQRHGXiLW56v-g;MV Estética Animal;lucilo ferenades_1647707855;lucilo ferenades;5;Muito legal, bom atendimento e os cãozinhos saem limpinhos e perfumados;71;11;1647707855;2022-03-19 13:37:35;pt
ChIJU4atOglCzpQRLPxldcI8DAk;Pet Shop Projeto Animal;Hamilton Secco Tranjan_1658528763;Hamilton Secco Tranjan;5;Show de bola, Negão ficou lindo, cheiroso, pelo macio e brilhando... 100% recomendo;83;13;1658528763;2022-07-22 19:26:03;pt
ChIJU4atOglCzpQRLPxldcI8DAk;Pet Shop Projeto Animal;Bruno Piovani_1592337139;Bruno Piovani;5;Sou uma pessoa muito exigente , e tenho propriedade de falar que minha cachorra voltou muito bem tratada do pet , tratamento com  os pets excelente parabéns;156;27;1592337139;2020-06-16 16:52:19;pt
ChIJT81OYRJCzpQREf7VPC5sZuY;Avicultura Barros;Gessica Talita_1735213866;Gessica Talita;5;Avicultura maravilhosa, ótimo atendimento, e preços justos. Top demais 👏👏👏👏;75;10;1735213866;2024-12-26 08:51:06;pt
ChIJT81OYRJCzpQREf7VPC5sZuY;Avicultura Barros;Sandra Zuanon_1704491793;Sandra Zuanon;5;"Mandei meu casal de poodles para banho e tosa. Vieram retirar e entregar...
Gostei muito!!!
Aprovado, super indico...
Obrigada 💐";128;20;1704491793;2024-01-05 18:56:33;pt
ChIJT81OYRJCzpQREf7VPC5sZuY;Avicultura Barros;Abner Torres_1683631508;Abner Torres;5;🐶🐱🦜 O Pet Shop Avicultura Barros é um lugar maravilhoso para quem deseja cuidar bem de seus animais de estimação em Santo André. Com uma equipe de profissionais dedicados e experientes, eles oferecem uma ampla variedade de produtos e serviços de alta qualidade para cães, gatos, aves e outros animais de estimação. Desde ração e acessórios até serviços de banho e tosa, o Pet Shop Avicultura Barros é um verdadeiro paraíso para os amantes de animais. Além disso, eles fornecem um atendimento personalizado e acolhedor que faz com que os clientes se sintam em casa. Visite o Pet Shop Avicultura Barros e proporcione ao seu pet todo o cuidado e carinho que ele merece! 🐾🐦🐕;670;115;1683631508;2023-05-09 08:25:08;pt
ChIJT81OYRJCzpQREf7VPC5sZuY;Avicultura Barros;Celio Costa_1681054863;Celio Costa;5;Excelente atendimento  ! Os atendentes conhecem muito do seguimento e estão sempre indicando os melhores produtos;113;16;1681054863;2023-04-09 12:41:03;pt
ChIJT81OYRJCzpQREf7VPC5sZuY;Avicultura Barros;Paulo César Matheus_1548887048;Paulo César Matheus;5;Muita variedade, ótimos preços e ótimo atendimento;50;7;1548887048;2019-01-30 20:24:08;pt
ChIJjTgYTnRDzpQR7n_AKerg-20;Veterinária Carijós;Gustavo Brandieri Caires_1725047586;Gustavo Brandieri Caires;5;Excelente serviços prestados pelos profissionais no local, extremo cuidado com o seu Pet, 100% recomendado.;107;15;1725047586;2024-08-30 16:53:06;pt
ChIJjTgYTnRDzpQR7n_AKerg-20;Veterinária Carijós;Daniela Buje_1725760214;Daniela Buje;5;Gostaria de agradecer a atenção dada pro meu bebê Golden! Amei ! Super atenciosos.;82;14;1725760214;2024-09-07 22:50:14;pt
ChIJjTgYTnRDzpQR7n_AKerg-20;Veterinária Carijós;Rosa Brandieri_1725031840;Rosa Brandieri;5;Excelente atendimento.  Profissionais competentes e atenciosos.;63;6;1725031840;2024-08-30 12:30:40;pt
ChIJjTgYTnRDzpQR7n_AKerg-20;Veterinária Carijós;Renata Brandieri_1725053602;Renata Brandieri;5;Veterinária Valéria atenciosa e com amor pelo que faz e pelos pets!;67;12;1725053602;2024-08-30 18:33:22;pt
ChIJjTgYTnRDzpQR7n_AKerg-20;Veterinária Carijós;Fla Brandieri_1725029376;Fla Brandieri;5;Excellent service and care.;27;4;1725029376;2024-08-30 11:49:36;pt
ChIJX-yBkwdCzpQRRy9X1q6ZOxA;Centro de Estética Animal PET ARTE;Alexandre Moraes_1659631610;Alexandre Moraes;1;CUIDADO PESSOAL LEVEI MEUS 4 CACHORROS COMO DR COSTUME. ONDE O VALOR SERIA 220 REAIS E O DONO DISSE QUE PODERIA PARCELAR EM 2X SEM JUROS E CHEGOU NO MEU APLICATIVO DO CARTAO 231.57...ISSO É UMA FRAUDE ....ENTREI EM CONTATO COM O DONO E ELE DISSE QUE O PRODUTO É DELE  E ELE FAZ O VALOR QUE ELE QUISER PQ ELE TBM PAGA JUROS DA MAQUININHA .CODIGO DE DEFESA DO CONSUMIDOR  PRODUTO OFERTADO PARCELADO SEM JUROS NAO PODE SER COBRADO JUROS DO COMPRADOR ...VC PAGA UM  VALOR É NA SUA FATURA VEM COBRADO OUTRO VALOR...NAO  RECOMENDO PRA NINGUÉM ESSE PET SHOP..SR GONCALO FALTA DE  PROFISSIONALISMO E MAU EDUCADOQN;605;108;1659631610;2022-08-04 13:46:50;pt
ChIJX-yBkwdCzpQRRy9X1q6ZOxA;Centro de Estética Animal PET ARTE;João Henrique_1681322109;João Henrique;5;Tratou meus dois cachorros com muito amor e carinho, trabalham com sorriso no rosto. E fazem com amor um trabalho bem feito. Muito Obrigado!;140;24;1681322109;2023-04-12 14:55:09;pt
ChIJX-yBkwdCzpQRRy9X1q6ZOxA;Centro de Estética Animal PET ARTE;H. Massaro_1668224244;H. Massaro;5;Atendem muito bem. Tratam dos pets com carinho.;47;8;1668224244;2022-11-12 00:37:24;pt
ChIJX-yBkwdCzpQRRy9X1q6ZOxA;Centro de Estética Animal PET ARTE;Denise Biar_1579562117;Denise Biar;5;Minha pet volta linda e cheirosa. Excelente serviço de banho e tosa;67;12;1579562117;2020-01-20 20:15:17;pt
ChIJX-yBkwdCzpQRRy9X1q6ZOxA;Centro de Estética Animal PET ARTE;Conceição Santo_1571762010;Conceição Santo;5;Ótimo trabalho de banho e tosa..muito pontuais..;48;7;1571762010;2019-10-22 13:33:30;pt
ChIJC20IkvdpzpQRxWl-I7Gwiy8;Kakareku's aquarium Bath and Tosa;Cleber Gonçalves_1637814413;Cleber Gonçalves;5;Top;3;1;1637814413;2021-11-25 01:26:53;en
